"design","scenario","effect_size","group_mean_offsets","n_vector","distribution","panel","skew","excess_kurtosis","n_per_group","groups","resid_skewness","resid_excess_kurtosis","fisher_power","fisher_mc_se","welch_power","welch_mc_se","mean_power","mean_mc_se","rank_power","rank_mc_se","sw_power","sw_mc_se","gate_power","gate_mc_se","sw_route_welch_probability","sw_route_welch_mc_se","sw_route_rank_probability","sw_route_rank_mc_se","route_rank_probability","route_rank_mc_se","route_fisher_probability","route_fisher_mc_se","route_welch_probability","route_welch_mc_se","mean_route_fisher_probability","mean_route_fisher_mc_se","mean_route_welch_probability","mean_route_welch_mc_se","levene_reject_probability","levene_reject_mc_se","skew_label","n_label"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","10, 16, 24, 30","F.P.",4,1,1.6,20,4,0.844250878822075,0.969494151189616,0.45984,0.00222884353152033,0.48088,0.00223443248096692,0.46624,0.00223096509340689,0.50616,0.00223589827317792,0.51214,0.00223540877872482,0.514,0.00223519126698366,0.18446,0.00173455762890715,0.81554,0.00173455762890715,0.81554,0.00173455762890715,0.15868,0.00163401748827851,0.02578,0.000708736786120207,0.89598,0.00136528267842231,0.10402,0.00136528267842231,0.10402,0.00136528267842231,"F.P.
skew = 1
excess kurtosis = 1.6","n = 20"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","10, 16, 24, 30","F.P.",5,2,6.6,20,4,1.59489708021858,3.6179830933716,0.48262,0.00223471669613846,0.55416,0.00222291112912775,0.5015,0.00223605791517125,0.72052,0.00200684294153778,0.7206,0.00200666708748611,0.72058,0.00200671105842371,0.00186,0.00019269355983011,0.99814,0.000192693559830108,0.99814,0.000192693559830108,8e-04,0.000126440499840834,0.00106,0.00014552500816011,0.80076,0.0017863002121704,0.19924,0.0017863002121704,0.19924,0.0017863002121704,"F.P.
skew = 2
excess kurtosis = 6.6","n = 20"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","15, 24, 36, 45","normal",1,0,0,30,4,-0.000839328978209289,-0.0502107396505549,0.64048,0.00214599799440726,0.62038,0.00217029332395416,0.6405,0.00214597180782973,0.61038,0.00218090006923747,0.62202,0.00216846083478582,0.64108,0.00214521063581178,0.95268,0.000949534808208736,0.04732,0.000949534808208735,0.04732,0.000949534808208735,0.89854,0.00135030269495399,0.05414,0.00101201640698163,0.94334,0.00103392112271682,0.05666,0.00103392112271682,0.05666,0.00103392112271682,"Normal distribution
skew = 0; excess kurtosis = 0","n = 30"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","15, 24, 36, 45","F.P.",2,0,6,30,4,-0.00770167541486527,3.81253447047004,0.64534,0.00213951529277077,0.66698,0.00210768915924526,0.64712,0.00213708074531591,0.81734,0.00172797757161371,0.81204,0.0017471750822399,0.81322,0.00174294711107365,0.10594,0.0013763481855984,0.89406,0.0013763481855984,0.89406,0.0013763481855984,0.09916,0.00133661733042782,0.00678,0.000366988599277961,0.93098,0.00113363344693071,0.06902,0.00113363344693071,0.06902,0.00113363344693071,"F.P.
skew = 0
excess kurtosis = 6","n = 30"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","15, 24, 36, 45","F.P.",3,0.5,1,30,4,0.442060628931892,0.719102092207407,0.64526,0.00213962395013703,0.64044,0.00214605035542039,0.64672,0.00213763065846278,0.6605,0.00211773345820479,0.66128,0.00211654795173651,0.66832,0.00210555635213119,0.55912,0.00222038206442045,0.44088,0.00222038206442045,0.44088,0.00222038206442045,0.52084,0.00223412485953673,0.03828,0.000858075073638665,0.93314,0.00111704736157425,0.06686,0.00111704736157425,0.06686,0.00111704736157425,"F.P.
skew = 0.5
excess kurtosis = 1","n = 30"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","15, 24, 36, 45","F.P.",4,1,1.6,30,4,0.894985708409407,1.15442571017426,0.64894,0.00213455792331808,0.64982,0.00213332588977868,0.65184,0.00213046762190839,0.70054,0.00204833448635715,0.70108,0.00204727542651203,0.7018,0.0020458580595926,0.04456,0.000922761143525235,0.95544,0.000922761143525236,0.95544,0.000922761143525236,0.0375,0.000849632273398321,0.00706,0.000374437081497012,0.90216,0.00132866349690206,0.09784,0.00132866349690206,0.09784,0.00132866349690206,"F.P.
skew = 1
excess kurtosis = 1.6","n = 30"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","15, 24, 36, 45","F.P.",5,2,6.6,30,4,1.70939561538198,4.30012081716736,0.66498,0.00211083679899702,0.69536,0.00205832198841678,0.67716,0.00209100136011434,0.88856,0.00140727485872519,0.88856,0.00140727485872519,0.88856,0.00140727485872519,0,0,1,0,1,0,0,0,0,0,0.80558,0.00176986363090494,0.19442,0.00176986363090494,0.19442,0.00176986363090494,"F.P.
skew = 2
excess kurtosis = 6.6","n = 30"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","25, 40, 60, 75","normal",1,0,0,50,4,0.00103832248822494,-0.0299417551010622,0.87252,0.00149150158967398,0.86276,0.00153886440208356,0.8724,0.00149210080088444,0.853,0.00158360980042433,0.86272,0.00153905296595016,0.87182,0.00149499088692875,0.95038,0.000971162762877572,0.04962,0.000971162762877572,0.04962,0.000971162762877572,0.89986,0.00134247517965883,0.05052,0.000979466483346929,0.94662,0.00100529175466628,0.05338,0.00100529175466628,0.05338,0.00100529175466628,"Normal distribution
skew = 0; excess kurtosis = 0","n = 50"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","25, 40, 60, 75","F.P.",2,0,6,50,4,0.00491779269147268,4.42467627687119,0.86984,0.00150478154161991,0.87568,0.00147556455365396,0.87036,0.00150222149099259,0.96984,0.000764857822081986,0.96942,0.000769998228569392,0.96954,0.000768533517811683,0.01428,0.000530586121190519,0.98572,0.000530586121190518,0.98572,0.000530586121190518,0.01338,0.000513828290385027,9e-04,0.000134103691224366,0.93992,0.00106273603119495,0.06008,0.00106273603119495,0.06008,0.00106273603119495,"F.P.
skew = 0
excess kurtosis = 6","n = 50"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","25, 40, 60, 75","F.P.",3,0.5,1,50,4,0.462981578112885,0.822988824398513,0.8764,0.00147189021329717,0.86816,0.00151299844282802,0.87628,0.00147250372902754,0.89004,0.00139906253184052,0.88826,0.00140892989463635,0.8916,0.00139031967547036,0.36022,0.00214691197583879,0.63978,0.00214691197583879,0.63978,0.00214691197583879,0.33764,0.00211489588585349,0.02258,0.000664381571086977,0.93732,0.00108398540211573,0.06268,0.00108398540211573,0.06268,0.00108398540211573,"F.P.
skew = 0.5
excess kurtosis = 1","n = 50"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","25, 40, 60, 75","F.P.",4,1,1.6,50,4,0.934252738034145,1.30843862599737,0.87424,0.00148286494597451,0.8669,0.0015191075669616,0.87474,0.00148033734263512,0.91302,0.00126027361791002,0.91304,0.00126014251892395,0.91304,0.00126014251892395,9e-04,0.000134103691224366,0.9991,0.000134103691224367,0.9991,0.000134103691224367,0.00074,0.000121610229832856,0.00016,5.65640168304904e-05,0.90282,0.00132465880588173,0.09718,0.00132465880588173,0.09718,0.00132465880588173,"F.P.
skew = 1
excess kurtosis = 1.6","n = 50"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","25, 40, 60, 75","F.P.",5,2,6.6,50,4,1.81175901761271,4.99818299136008,0.87384,0.00148488150638359,0.8753,0.00147749727580121,0.8777,0.0014652147282907,0.98744,0.000498041090674254,0.98744,0.000498041090674254,0.98744,0.000498041090674254,0,0,1,0,1,0,0,0,0,0,0.81244,0.0017457448060928,0.18756,0.0017457448060928,0.18756,0.0017457448060928,"F.P.
skew = 2
excess kurtosis = 6.6","n = 50"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","50, 80, 120, 150","normal",1,0,0,100,4,5.86297725124946e-05,-0.0144570904459087,0.996,0.000282276460230038,0.99532,0.000305224428904373,0.99592,0.000285073800970906,0.9937,0.000353844881268614,0.99528,0.000306519872112721,0.99584,0.000287843513041376,0.94818,0.000991309110217393,0.05182,0.000991309110217393,0.05182,0.000991309110217393,0.89862,0.00134983032711523,0.04956,0.000970606062210617,0.94798,0.000993115497814831,0.05202,0.000993115497814831,0.05202,0.000993115497814831,"Normal distribution
skew = 0; excess kurtosis = 0","n = 100"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","50, 80, 120, 150","F.P.",2,0,6,100,4,0.0027937540785911,5.10660375888226,0.99388,0.000348784907930375,0.9936,0.000356624171923328,0.99386,0.000349350837983825,0.99988,4.89868553797871e-05,0.99988,4.89868553797871e-05,0.99988,4.89868553797871e-05,2e-04,6.32392283317879e-05,0.9998,6.32392283317844e-05,0.9998,6.32392283317844e-05,0.00016,5.65640168304904e-05,4e-05,2.828370555638e-05,0.94666,0.00100493626066532,0.05334,0.00100493626066532,0.05334,0.00100493626066532,"F.P.
skew = 0
excess kurtosis = 6","n = 100"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","50, 80, 120, 150","F.P.",3,0.5,1,100,4,0.481729933877302,0.905187224129117,0.9951,0.00031228160368488,0.99422,0.00033901597602473,0.99496,0.000316689071488109,0.9966,0.00026032441299271,0.99656,0.000261846000542303,0.99656,0.000261846000542303,0.09916,0.00133661733042782,0.90084,0.00133661733042782,0.90084,0.00133661733042782,0.09358,0.00130248058411632,0.00558,0.000333132514174165,0.93762,0.00108156123821076,0.06238,0.00108156123821076,0.06238,0.00108156123821076,"F.P.
skew = 0.5
excess kurtosis = 1","n = 100"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","50, 80, 120, 150","F.P.",4,1,1.6,100,4,0.965999091118481,1.44688403370641,0.99542,0.000301961043845064,0.99416,0.000340760748913368,0.99506,0.000313547329760598,0.9982,0.000189565819703871,0.9982,0.000189565819703871,0.9982,0.000189565819703871,0,0,1,0,1,0,0,0,0,0,0.9052,0.00131006076194961,0.0948,0.00131006076194961,0.0948,0.00131006076194961,"F.P.
skew = 1
excess kurtosis = 1.6","n = 100"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","50, 80, 120, 150","F.P.",5,2,6.6,100,4,1.897799980896,5.66721524832143,0.99456,0.000328950038759688,0.99322,0.000366988599277961,0.99382,0.000350479888153371,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,0,0,1,0,1,0,0,0,0,0,0.8141,0.00173977693972532,0.1859,0.00173977693972532,0.1859,0.00173977693972532,"F.P.
skew = 2
excess kurtosis = 6.6","n = 100"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","100, 160, 240, 300","normal",1,0,0,200,4,-0.000461910976382277,-0.00744654856753227,1,0,1,0,1,0,1,0,1,0,1,0,0.94928,0.000981299970447365,0.05072,0.000981299970447365,0.05072,0.000981299970447365,0.90046,0.00133889348642825,0.04882,0.000963707503343208,0.949,0.000983859746102055,0.051,0.000983859746102055,0.051,0.000983859746102055,"Normal distribution
skew = 0; excess kurtosis = 0","n = 200"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","100, 160, 240, 300","F.P.",2,0,6,200,4,-0.00418476178801554,5.51165389086621,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.9471,0.00100101538449716,0.0529,0.00100101538449716,0.0529,0.00100101538449716,"F.P.
skew = 0
excess kurtosis = 6","n = 200"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","100, 160, 240, 300","F.P.",3,0.5,1,200,4,0.489981232033116,0.948179314169757,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,0.99998,1.999979999901e-05,1,0,1,0,1,0,0.0046,0.000302616589102448,0.9954,0.00030261658910245,0.9954,0.00030261658910245,0.00432,0.000293303174207167,0.00028,7.48226703613283e-05,0.93966,0.00106488576288727,0.06034,0.00106488576288727,0.06034,0.00106488576288727,"F.P.
skew = 0.5
excess kurtosis = 1","n = 200"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","100, 160, 240, 300","F.P.",4,1,1.6,200,4,0.983275851123899,1.52430862395142,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.9055,0.00130820296590399,0.0945,0.00130820296590399,0.0945,0.00130820296590399,"F.P.
skew = 1
excess kurtosis = 1.6","n = 200"
"unbalanced n, equal SD","four groups with moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD","0.00, 0.25, 0.50, 0.75","100, 160, 240, 300","F.P.",5,2,6.6,200,4,1.94679069484353,6.10850143745999,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0.81154,0.00174895870963268,0.18846,0.00174895870963268,0.18846,0.00174895870963268,"F.P.
skew = 2
excess kurtosis = 6.6","n = 200"
